previous_gpa,attendance_rate,study_hours,assignment_average,test_average,library_visits,class_participation,predicted_gpa,risk_level
3.77,62.4,17.5,51.7,71.1,9,3.9,4.13,MEDIUM
4.76,59.5,5.2,92.1,83.4,5,6.4,4.65,HIGH
3.41,95.4,14.8,60.0,64.0,4,8.7,4.52,MEDIUM
1.02,64.6,0.2,32.2,29.2,0,8.2,1.7,HIGH
2.57,94.0,17.2,55.1,42.4,10,7.2,3.51,HIGH
2.97,80.4,9.7,48.0,71.2,4,4.3,3.51,LOW
2.39,95.6,11.5,55.0,61.8,5,10.0,3.89,MEDIUM
3.75,60.3,8.7,62.6,70.7,9,2.3,3.84,MEDIUM
1.7,68.0,11.8,25.6,56.9,9,3.9,2.83,MEDIUM
4.7,85.3,13.5,69.3,90.9,8,7.2,4.83,LOW
2.96,71.1,16.5,59.4,46.0,10,6.5,3.25,HIGH
1.46,38.1,19.8,52.8,34.1,10,5.0,2.42,HIGH
1.75,56.0,12.3,41.6,60.2,10,3.6,3.13,HIGH
4.58,60.2,2.0,100.0,77.8,5,8.7,4.48,MEDIUM
1.73,61.4,19.8,55.5,33.9,14,3.1,2.95,HIGH
3.43,88.9,3.2,71.7,74.7,6,8.1,4.2,LOW
4.49,83.4,9.5,98.1,77.5,6,10.0,5.0,LOW
1.65,80.6,9.1,54.4,47.8,4,9.8,2.87,HIGH
4.39,100.0,12.1,92.6,79.0,7,4.1,5.0,LOW
3.91,96.8,4.4,54.9,63.2,4,10.0,4.17,MEDIUM
1.14,90.8,4.1,29.7,25.6,2,8.4,2.82,HIGH
3.39,54.1,11.9,58.9,45.2,12,6.0,3.44,HIGH
4.44,79.0,7.2,93.3,66.9,10,7.2,4.86,LOW
0.91,82.8,20.1,25.6,38.3,11,10.0,2.75,HIGH
2.64,71.4,8.7,72.1,69.5,9,9.7,4.27,MEDIUM
2.81,100.0,5.8,58.2,50.1,6,10.0,3.92,MEDIUM
2.15,78.8,22.0,47.0,31.6,11,8.8,3.09,HIGH
2.48,58.3,14.8,48.4,66.4,10,7.7,3.77,HIGH
1.74,62.0,28.3,39.3,56.4,13,4.1,3.38,MEDIUM
3.12,100.0,0.5,64.5,70.4,0,9.5,3.88,LOW
0.19,71.3,13.2,17.1,3.2,10,9.0,1.44,HIGH
2.94,44.7,14.9,54.4,65.3,10,5.1,3.7,HIGH
2.87,68.4,12.2,54.0,64.8,16,7.1,4.12,MEDIUM
2.55,48.8,9.8,71.5,64.5,6,3.3,3.51,HIGH
3.73,92.7,19.5,90.9,72.0,10,10.0,5.0,LOW
3.26,46.7,14.8,59.2,54.7,12,7.0,3.72,HIGH
2.94,55.6,1.9,67.6,54.3,2,7.6,3.5,HIGH
2.41,78.1,6.8,42.9,65.9,3,8.4,3.31,LOW
2.1,95.8,5.0,43.2,51.9,2,9.6,2.9,MEDIUM
2.61,76.9,11.3,43.3,38.9,7,9.9,3.46,HIGH
1.73,57.9,17.7,51.1,62.6,14,7.7,3.39,HIGH
4.76,80.9,9.7,91.2,98.5,8,6.3,4.85,LOW
3.05,70.5,10.5,67.5,80.6,4,7.7,3.55,MEDIUM
4.02,96.1,6.1,84.2,87.9,10,10.0,4.95,LOW
4.23,91.7,16.6,69.7,66.0,7,7.8,4.6,LOW
1.84,69.4,19.4,39.4,47.8,9,8.7,3.13,HIGH
2.2,90.5,11.8,52.5,56.1,11,10.0,3.79,MEDIUM
2.78,82.3,21.5,53.3,40.9,17,7.4,3.65,HIGH
1.73,99.9,8.7,41.7,28.2,7,7.3,3.07,HIGH
2.09,89.8,3.6,38.3,56.1,0,10.0,3.3,MEDIUM
3.5,86.8,16.8,80.8,76.9,10,10.0,4.18,LOW
3.57,99.2,11.4,78.0,96.4,3,10.0,4.84,LOW
0.98,78.2,8.5,42.1,28.6,13,9.1,2.66,HIGH
2.34,65.6,12.5,56.7,30.5,9,4.2,3.11,HIGH
3.77,81.2,2.5,60.6,68.9,5,8.0,4.12,LOW
3.22,72.3,1.5,58.5,73.2,1,7.0,3.29,MEDIUM
2.12,87.7,12.6,39.8,43.3,13,7.0,3.28,HIGH
3.13,79.0,14.6,59.4,63.1,7,8.8,3.94,MEDIUM
1.88,84.4,20.4,53.7,36.6,9,9.2,3.61,HIGH
1.57,58.7,17.3,23.8,54.3,11,5.3,2.51,HIGH
4.45,86.1,15.8,76.0,89.3,12,8.6,5.0,LOW
3.83,57.4,19.6,68.5,61.7,18,9.8,4.57,HIGH
4.14,93.4,14.9,63.9,69.6,14,8.1,4.84,LOW
2.23,93.4,9.9,50.5,41.1,10,7.1,3.31,HIGH
2.95,83.6,17.5,55.8,37.0,8,6.0,3.82,HIGH
1.86,83.0,17.3,54.0,34.9,8,8.8,3.11,HIGH
2.64,74.4,12.0,51.9,33.7,5,2.4,3.15,HIGH
2.58,68.3,4.8,58.3,65.4,3,5.8,3.51,MEDIUM
3.53,77.8,1.3,69.1,79.5,0,5.8,3.64,LOW
2.28,100.0,17.1,24.4,46.4,14,9.9,3.81,HIGH
1.8,81.7,14.9,27.6,45.6,6,8.1,2.65,HIGH
2.68,56.5,15.7,59.0,68.3,6,6.3,3.64,HIGH
2.75,50.7,17.3,59.6,65.9,9,6.3,3.49,HIGH
3.78,55.0,6.6,70.9,94.9,1,7.8,4.38,HIGH
2.01,72.0,0.7,58.5,49.3,4,6.5,3.0,HIGH
1.51,98.3,15.1,42.8,56.6,6,8.5,3.71,MEDIUM
2.64,61.6,19.2,70.2,56.0,13,7.9,4.03,MEDIUM
4.75,100.0,14.1,61.7,83.1,11,6.7,5.0,LOW
2.08,80.9,3.1,63.6,55.3,1,9.6,3.54,MEDIUM
3.04,85.7,13.4,54.6,67.2,6,8.9,3.97,LOW
1.99,85.3,5.3,45.0,38.5,2,9.4,2.76,HIGH
3.25,87.5,2.7,75.7,53.7,0,9.5,3.76,MEDIUM
4.21,71.4,12.0,57.0,77.8,6,7.4,4.29,MEDIUM
4.34,40.6,13.0,77.6,56.1,8,4.4,3.31,HIGH
4.48,68.6,11.4,92.3,77.1,3,4.6,4.84,MEDIUM
3.87,63.8,14.6,66.9,60.4,7,5.1,3.97,MEDIUM
2.76,83.0,7.3,65.6,49.8,6,10.0,3.88,HIGH
2.53,81.5,12.5,59.7,44.0,8,9.5,3.61,HIGH
2.46,73.6,9.1,53.6,61.7,0,9.5,3.13,MEDIUM
3.38,100.0,10.5,71.8,70.7,9,9.3,4.48,LOW
2.24,67.7,13.6,61.6,50.0,12,6.9,3.38,MEDIUM
4.1,42.4,18.4,82.5,70.8,9,5.3,4.11,HIGH
1.48,79.9,13.8,46.4,51.1,3,10.0,3.03,MEDIUM
0.99,97.0,15.7,21.0,42.6,7,9.4,2.84,HIGH
3.97,82.6,12.1,80.3,72.2,5,9.2,4.08,LOW
4.42,72.3,14.9,86.3,96.2,13,8.7,5.0,MEDIUM
3.13,81.8,18.2,73.1,59.5,7,10.0,4.35,MEDIUM
3.28,100.0,23.3,52.7,66.4,12,9.6,4.6,LOW
4.22,64.0,19.3,89.1,70.2,16,9.0,4.78,MEDIUM
3.34,78.5,11.7,56.2,60.0,8,5.0,4.18,MEDIUM
3.07,88.7,18.9,84.5,53.5,12,6.6,4.37,MEDIUM
1.49,82.1,15.3,28.4,47.1,9,9.2,2.91,HIGH
3.2,74.0,8.4,51.3,67.3,9,8.3,3.57,MEDIUM
1.98,71.2,15.4,41.8,33.1,10,6.6,2.67,HIGH
4.55,73.4,5.2,93.8,88.5,10,6.5,4.92,MEDIUM
1.62,86.5,15.4,42.8,62.1,15,7.8,3.59,MEDIUM
1.64,85.6,22.5,56.4,33.0,14,6.8,3.35,HIGH
2.18,100.0,16.9,44.6,39.9,10,9.9,3.56,HIGH
1.81,53.4,19.2,37.3,43.5,12,2.2,2.65,HIGH
3.93,100.0,9.7,66.6,89.6,5,10.0,4.88,LOW
2.99,74.7,14.9,54.6,54.6,9,8.2,3.6,MEDIUM
1.15,76.6,16.2,18.2,56.1,5,10.0,2.82,MEDIUM
3.03,91.7,10.2,54.0,47.7,4,9.5,3.75,HIGH
1.39,91.6,16.1,23.8,39.7,12,9.1,3.1,HIGH
3.89,96.5,14.7,80.6,52.1,10,9.9,4.44,MEDIUM
1.3,100.0,16.2,49.3,24.9,9,8.6,2.85,HIGH
3.25,77.4,5.8,65.9,60.9,6,5.2,3.73,MEDIUM
2.17,100.0,19.7,40.8,51.6,16,8.0,3.78,MEDIUM
2.32,67.9,14.7,57.2,65.3,8,5.9,3.5,MEDIUM
2.91,73.1,11.3,58.3,50.4,3,5.5,2.89,MEDIUM
4.46,75.1,11.4,92.0,85.5,9,10.0,5.0,LOW
1.12,69.6,11.8,22.4,17.6,9,5.5,2.63,HIGH
2.01,79.0,7.0,36.4,58.2,7,8.7,3.33,MEDIUM
3.57,92.3,19.1,75.8,83.7,7,10.0,4.43,LOW
3.34,88.4,17.8,64.9,77.2,6,10.0,4.39,LOW
1.2,68.2,18.2,42.3,47.2,11,8.2,2.91,HIGH
3.18,66.9,21.1,54.1,61.4,13,6.3,3.87,MEDIUM
3.05,64.3,13.1,65.0,64.0,7,9.8,3.64,MEDIUM
2.51,79.4,2.1,58.1,52.0,7,5.5,3.06,MEDIUM
3.87,52.7,15.8,57.6,71.6,9,3.4,4.09,HIGH
2.66,63.8,15.5,54.8,46.3,13,6.8,3.6,HIGH
4.24,70.7,21.3,58.4,80.7,15,7.2,4.66,MEDIUM
2.52,94.9,18.5,67.4,58.2,7,10.0,4.27,MEDIUM
2.02,75.9,12.8,32.1,58.1,5,7.9,3.0,MEDIUM
3.66,94.1,11.1,68.1,74.0,3,10.0,4.39,LOW
3.29,81.0,18.0,64.4,74.7,12,10.0,4.37,LOW
3.2,70.4,0.0,53.4,53.9,2,7.3,3.02,MEDIUM
3.83,71.1,13.4,91.0,88.8,12,8.5,4.76,MEDIUM
2.92,59.3,17.7,51.8,55.9,12,4.4,3.84,HIGH
4.16,100.0,11.3,74.7,51.7,3,8.6,4.74,MEDIUM
2.26,95.8,9.7,42.0,45.0,5,10.0,3.4,HIGH
2.99,87.7,13.8,52.9,66.8,2,9.0,3.88,LOW
3.02,57.1,20.1,59.2,61.3,12,6.1,4.13,HIGH
3.55,70.8,14.7,75.2,44.3,17,5.7,3.96,HIGH
1.24,62.4,7.9,35.2,37.9,6,5.4,2.23,HIGH
4.7,80.0,19.3,77.9,85.3,12,8.6,5.0,LOW
2.96,63.2,20.5,59.3,47.7,12,5.7,3.31,HIGH
2.73,67.3,7.2,42.3,63.1,6,5.0,3.22,MEDIUM
0.74,63.6,28.8,37.9,26.8,15,4.7,2.57,HIGH
3.2,74.2,12.0,58.0,39.4,9,6.1,3.64,HIGH
0.62,79.1,17.7,19.8,35.1,8,7.2,2.27,HIGH
2.0,74.6,16.4,25.5,48.0,7,6.9,2.95,HIGH
1.94,100.0,7.8,39.0,63.3,2,10.0,3.43,MEDIUM
2.18,91.0,9.3,64.5,38.1,6,10.0,3.4,HIGH
3.64,65.5,12.4,75.8,66.2,4,7.1,4.04,MEDIUM
3.03,83.2,0.8,71.6,73.2,6,10.0,4.16,LOW
2.34,66.8,16.9,51.2,39.7,9,6.4,3.32,HIGH
1.28,71.7,0.6,8.0,48.3,0,8.1,2.26,HIGH
1.35,85.7,12.1,35.9,49.5,4,9.2,2.62,HIGH
3.84,88.7,8.0,74.6,75.5,6,9.8,4.61,LOW
3.2,68.6,15.5,72.0,60.9,11,5.4,3.78,MEDIUM
2.4,60.3,0.0,50.7,43.9,3,5.4,3.14,HIGH
4.77,79.4,2.0,78.9,76.1,0,6.3,4.46,LOW
3.13,85.0,8.4,60.9,65.5,4,9.3,3.9,LOW
2.86,67.8,15.1,54.5,23.5,7,6.8,3.49,HIGH
2.31,91.1,13.3,54.8,43.6,10,5.3,3.66,HIGH
4.01,88.2,18.3,74.1,65.8,11,9.8,4.69,LOW
2.29,67.6,12.6,39.5,38.2,6,7.2,2.73,HIGH
3.61,96.1,11.9,74.8,70.8,5,10.0,4.18,LOW
3.68,96.6,5.6,62.8,51.8,3,10.0,3.85,MEDIUM
3.58,100.0,10.7,65.6,82.6,7,10.0,4.68,LOW
1.53,100.0,11.9,33.3,50.4,11,7.7,3.15,MEDIUM
2.55,63.6,0.0,55.6,70.0,2,8.6,3.11,MEDIUM
1.75,92.8,6.7,27.5,36.1,4,8.9,2.72,HIGH
1.08,92.1,14.8,31.6,35.6,8,7.8,3.11,HIGH
3.65,72.4,13.1,80.6,79.0,13,2.6,4.54,MEDIUM
1.97,85.3,10.5,45.5,44.0,9,10.0,3.62,HIGH
2.94,48.0,8.4,52.4,52.3,9,4.2,2.99,HIGH
2.4,47.5,1.5,47.4,53.1,5,4.5,2.87,HIGH
3.82,50.6,0.0,75.3,69.1,1,5.7,3.81,HIGH
1.43,84.2,10.2,42.0,25.1,10,10.0,3.11,HIGH
1.55,85.0,20.9,53.3,11.2,8,8.0,2.92,HIGH
2.85,73.6,12.2,41.4,46.7,12,7.3,3.27,HIGH
3.76,100.0,18.1,74.0,42.3,13,10.0,4.34,HIGH
3.77,93.8,4.9,73.5,60.4,5,8.8,4.24,MEDIUM
1.86,52.4,13.7,42.2,61.0,6,3.6,2.85,HIGH
4.89,75.2,7.8,92.0,64.3,8,3.1,4.61,MEDIUM
2.06,63.0,7.5,43.6,52.2,9,9.0,2.78,MEDIUM
1.91,84.6,16.5,33.6,59.4,8,8.9,3.63,MEDIUM
4.6,77.5,11.3,86.2,63.6,5,8.8,4.4,MEDIUM
3.77,63.9,3.7,78.0,92.3,0,5.4,4.39,MEDIUM
3.85,100.0,12.6,72.3,71.0,9,10.0,4.65,LOW
2.08,78.9,7.7,56.8,63.4,5,6.7,3.71,MEDIUM
4.43,71.3,3.3,79.1,83.3,10,7.5,4.22,MEDIUM
2.46,73.9,6.0,56.5,46.9,0,7.6,3.39,HIGH
2.58,100.0,24.3,37.8,19.2,11,10.0,3.35,HIGH
2.64,92.6,19.3,77.0,41.5,11,10.0,3.85,HIGH
1.52,75.4,0.0,35.6,47.5,3,6.3,2.84,HIGH
4.49,62.1,10.9,77.5,99.3,9,7.4,4.96,MEDIUM
3.76,64.6,11.3,68.8,53.8,7,5.7,3.56,MEDIUM
1.14,70.3,10.4,22.7,33.3,8,5.4,2.31,HIGH
2.05,86.1,8.0,34.1,41.3,6,9.7,3.34,HIGH
1.35,90.1,16.5,35.6,41.8,13,9.4,3.24,HIGH
2.35,66.4,17.7,51.3,51.9,9,4.2,3.29,MEDIUM
3.85,90.8,18.3,75.0,67.5,9,8.1,4.87,LOW
1.9,63.5,14.0,43.2,52.3,11,7.8,3.19,MEDIUM
2.56,68.2,15.7,52.5,45.5,14,7.6,3.14,HIGH
1.55,54.8,9.9,26.2,39.8,5,6.3,2.38,HIGH
3.44,54.3,2.5,61.7,75.4,3,9.1,3.83,HIGH
1.06,63.3,2.4,32.5,24.1,2,8.3,2.07,HIGH
3.68,77.6,6.9,64.9,65.3,7,7.5,3.96,LOW
4.74,62.1,10.8,88.9,77.6,2,5.4,4.65,MEDIUM
3.79,100.0,4.3,70.6,76.5,3,8.6,4.47,LOW
3.04,63.1,5.2,59.1,64.7,2,5.4,3.01,MEDIUM
1.68,80.9,9.7,42.3,35.4,5,4.9,2.45,HIGH
4.51,99.1,17.2,87.5,85.3,2,7.5,5.0,LOW
4.65,79.5,14.0,91.9,49.4,15,9.3,4.96,HIGH
2.66,72.2,6.8,74.8,65.3,0,10.0,3.57,MEDIUM
0.92,80.4,12.3,37.4,41.6,9,8.1,2.85,HIGH
3.2,69.0,4.0,48.1,56.7,0,5.5,3.37,MEDIUM
3.15,62.0,6.8,51.4,53.6,1,0.0,2.99,MEDIUM
3.3,87.8,2.1,61.8,63.6,3,10.0,3.99,MEDIUM
4.11,68.7,14.6,69.1,64.7,11,4.2,4.3,MEDIUM
1.67,93.0,10.3,44.0,32.4,3,6.4,3.02,HIGH
2.06,90.7,11.1,50.9,50.6,4,8.5,3.55,MEDIUM
4.6,80.7,16.8,79.2,92.2,6,8.0,4.85,LOW
2.08,93.5,6.0,58.2,51.0,5,9.4,3.28,MEDIUM
1.91,69.3,14.8,58.1,79.3,6,5.2,3.78,MEDIUM
1.88,90.5,23.9,25.1,59.3,17,9.9,3.83,MEDIUM
3.75,90.5,6.1,57.0,79.4,1,8.0,4.33,LOW
1.82,73.2,2.6,53.3,51.9,4,6.3,3.05,MEDIUM
0.65,71.1,4.5,33.5,28.2,8,6.6,2.31,HIGH
4.43,83.3,14.3,86.5,86.1,9,7.0,5.0,LOW
2.2,100.0,22.5,48.2,51.2,7,7.5,3.65,MEDIUM
3.26,74.3,22.2,62.9,76.3,14,5.1,4.4,MEDIUM
3.1,70.8,17.1,66.8,58.0,9,4.9,3.82,MEDIUM
1.87,96.9,17.3,44.9,40.2,10,10.0,3.76,HIGH
4.31,79.1,14.8,92.7,92.4,14,8.7,5.0,LOW
4.34,91.9,16.4,73.3,73.3,10,8.6,5.0,LOW
2.07,100.0,13.8,46.2,35.6,10,9.6,3.17,HIGH
2.83,47.5,7.2,66.4,48.7,3,7.1,2.97,HIGH
2.76,77.4,22.3,58.1,65.6,12,8.8,3.82,LOW
3.01,74.3,20.0,66.8,92.1,15,10.0,4.63,MEDIUM
2.86,62.6,7.3,64.5,47.4,6,5.1,3.47,HIGH
2.69,47.3,15.9,51.1,63.4,10,2.4,3.19,HIGH
3.09,52.5,20.8,51.1,63.1,15,7.2,3.67,HIGH
3.99,79.7,14.5,67.4,87.4,14,7.9,4.76,LOW
3.09,69.5,10.8,50.6,69.0,3,5.3,3.43,MEDIUM
4.6,65.2,20.6,65.4,96.7,10,7.5,4.99,MEDIUM
2.18,79.5,13.5,58.6,52.0,13,6.5,3.45,MEDIUM
4.0,66.9,8.2,56.1,63.9,12,8.1,3.93,MEDIUM
2.89,98.6,5.1,77.0,50.3,3,10.0,3.94,MEDIUM
2.69,68.1,0.0,50.1,58.2,2,6.4,3.28,MEDIUM
3.59,100.0,23.8,66.1,73.9,14,6.6,4.45,LOW
3.71,77.5,7.0,55.5,65.3,6,5.9,3.91,LOW
4.07,67.6,17.8,80.0,99.2,11,9.8,4.59,MEDIUM
3.58,66.4,6.5,66.1,79.5,9,10.0,4.15,MEDIUM
3.97,100.0,13.0,75.1,48.5,3,10.0,4.57,HIGH
3.76,89.1,14.7,63.5,69.2,7,9.7,4.66,LOW
4.62,65.8,4.6,89.1,70.3,6,4.4,4.26,MEDIUM
3.53,79.9,17.7,59.8,90.3,9,10.0,4.5,LOW
3.49,40.3,10.8,68.2,40.3,8,3.5,3.22,HIGH
2.55,56.7,15.3,57.9,58.8,12,4.3,3.18,HIGH
2.42,66.0,20.7,65.8,53.4,17,7.3,3.8,MEDIUM
1.62,65.6,16.4,47.4,50.5,11,10.0,3.0,MEDIUM
3.09,97.4,11.4,62.3,65.2,12,9.5,4.36,LOW
1.18,47.4,23.7,32.6,59.4,14,4.8,2.66,HIGH
4.05,55.2,11.7,78.9,85.7,6,2.5,4.15,HIGH
2.59,85.2,12.6,61.5,32.2,3,8.7,3.5,HIGH
2.24,81.7,11.0,41.1,66.2,4,9.5,3.59,LOW
0.83,72.4,4.6,36.5,32.1,4,7.1,2.32,HIGH
3.76,100.0,4.0,62.1,87.5,4,10.0,4.58,LOW
3.65,87.9,8.7,74.4,65.3,7,9.2,4.12,LOW
3.19,97.6,5.9,68.3,50.0,10,7.7,3.94,HIGH
2.66,77.2,10.3,48.2,40.3,9,3.2,3.1,HIGH
3.55,69.3,17.0,52.9,80.5,12,6.7,4.13,MEDIUM
0.45,69.5,9.5,19.1,33.9,12,6.5,2.09,HIGH
2.8,92.8,13.3,30.7,50.1,7,10.0,3.42,MEDIUM
4.12,90.4,9.0,75.0,43.6,4,10.0,4.25,HIGH
1.13,74.5,27.3,19.4,47.0,19,10.0,3.07,HIGH
1.26,85.5,21.0,65.0,11.2,13,4.4,2.78,HIGH
3.06,93.4,10.5,71.5,86.9,7,10.0,4.26,LOW
1.79,69.0,13.6,42.6,25.8,8,8.2,2.55,HIGH
3.66,72.5,4.0,83.2,69.4,3,6.7,4.33,MEDIUM
1.63,85.1,10.7,46.6,43.6,7,10.0,3.15,HIGH
2.53,49.4,8.4,41.3,57.8,6,0.0,3.11,HIGH
2.34,85.4,16.5,43.9,54.7,9,7.5,3.9,MEDIUM
3.13,60.0,6.4,72.2,63.4,6,6.4,3.9,HIGH
1.8,93.1,21.9,32.5,38.0,15,9.4,3.13,HIGH
3.41,100.0,11.6,70.2,63.1,6,10.0,4.66,MEDIUM
1.68,66.8,6.8,47.0,33.7,8,9.0,2.72,HIGH
2.66,56.4,12.2,52.3,56.7,4,7.0,3.23,HIGH
1.68,75.1,16.4,41.8,20.5,11,7.0,2.69,HIGH
4.25,73.8,15.1,87.1,81.3,11,9.3,4.84,MEDIUM
3.53,88.6,12.9,75.9,66.3,8,7.7,4.44,LOW
2.3,81.7,17.3,54.0,60.3,10,9.7,4.23,MEDIUM
4.67,73.3,16.9,85.0,79.8,9,5.9,4.56,MEDIUM
2.14,79.4,16.9,52.9,55.1,8,8.5,3.92,MEDIUM
2.82,60.0,10.3,37.1,64.1,7,3.1,3.46,MEDIUM
1.97,91.3,10.3,59.3,43.9,5,10.0,3.37,HIGH
1.59,100.0,10.8,37.5,44.5,10,9.1,3.1,HIGH
1.36,58.8,9.0,28.1,21.0,0,3.1,1.64,HIGH
4.76,52.7,12.6,92.4,100.0,7,3.3,4.63,HIGH
3.1,71.6,12.0,67.1,54.8,2,6.5,3.54,MEDIUM
2.09,58.5,21.9,36.6,45.1,9,4.0,2.94,HIGH
2.33,57.6,9.0,50.7,38.0,4,7.2,2.88,HIGH
2.83,55.6,6.1,57.8,48.4,9,5.0,3.31,HIGH
4.32,74.9,15.9,79.5,98.2,13,9.4,5.0,MEDIUM
1.3,71.4,12.4,50.7,37.8,8,6.6,2.81,HIGH
2.0,84.0,7.9,44.7,42.4,6,9.8,3.13,HIGH
2.64,69.0,16.7,53.3,51.4,13,6.9,3.8,MEDIUM
3.91,58.5,10.3,66.8,72.8,10,5.3,4.23,HIGH
0.95,77.7,21.1,21.1,40.0,10,5.7,2.69,HIGH
3.55,61.1,6.3,72.2,70.0,7,6.2,3.81,MEDIUM
4.64,86.2,8.5,79.9,85.6,3,10.0,5.0,LOW
0.75,51.3,12.8,24.4,17.4,7,3.8,1.91,HIGH
4.39,43.4,20.1,82.8,75.9,13,4.3,4.43,HIGH
4.78,52.2,7.7,87.4,86.9,3,4.1,4.09,HIGH
2.73,71.3,14.3,57.3,55.8,8,10.0,3.73,MEDIUM
4.45,73.4,5.0,83.1,75.3,0,8.0,4.31,MEDIUM
4.13,80.2,17.5,83.2,69.7,12,8.2,4.92,LOW
3.3,69.0,8.1,90.9,69.4,3,5.9,4.07,MEDIUM
3.94,64.5,15.7,86.4,78.7,7,8.2,4.24,MEDIUM
1.14,100.0,16.0,28.4,45.8,14,10.0,3.22,HIGH
2.03,96.7,1.1,57.6,48.8,0,9.5,3.59,HIGH
3.74,93.8,13.3,60.6,45.5,10,9.2,4.15,HIGH
1.12,82.9,9.0,26.2,62.0,9,6.1,2.79,MEDIUM
2.04,84.2,15.0,52.6,46.4,12,10.0,3.45,HIGH
2.09,65.1,6.8,53.2,42.4,4,8.4,2.97,HIGH
3.8,80.3,8.5,78.0,70.5,4,8.0,4.62,LOW
4.0,63.0,19.2,69.2,69.3,8,6.1,4.51,MEDIUM
3.8,61.1,18.7,66.1,61.3,6,4.4,3.86,MEDIUM
0.64,52.1,6.0,25.9,34.4,7,2.3,1.72,HIGH
2.62,84.5,22.8,51.7,52.9,15,6.7,3.86,MEDIUM
2.78,80.6,0.0,65.6,55.9,3,10.0,3.63,MEDIUM
4.79,73.2,13.3,84.1,55.1,0,6.5,4.53,MEDIUM
3.29,71.1,4.3,61.3,61.4,3,9.3,3.7,MEDIUM
3.45,48.7,14.2,50.5,53.4,11,4.8,3.23,HIGH
2.72,82.1,10.4,64.5,49.8,11,6.5,3.62,HIGH
4.27,73.0,5.9,82.2,80.6,5,5.8,4.37,MEDIUM
3.64,92.3,7.6,46.8,61.7,6,9.7,3.86,MEDIUM
2.88,80.3,7.3,62.6,52.6,3,4.8,3.61,MEDIUM
3.68,89.3,12.5,66.2,70.7,9,7.4,4.38,LOW
3.32,77.9,17.8,72.5,58.4,10,6.9,3.94,MEDIUM
0.75,80.9,23.8,25.3,15.9,11,9.7,2.94,HIGH
4.37,92.9,11.0,72.5,58.5,4,9.9,4.64,MEDIUM
1.79,74.9,13.8,59.2,47.1,6,7.9,3.37,HIGH
2.93,85.5,19.1,74.7,52.9,12,9.5,4.42,MEDIUM
3.21,70.9,9.3,61.4,43.0,2,9.2,3.46,HIGH
2.8,75.9,7.3,60.7,72.1,4,7.7,3.83,LOW
3.04,100.0,23.7,56.0,64.6,17,7.9,4.06,MEDIUM
2.87,88.2,10.9,41.0,43.9,3,9.2,3.65,HIGH
2.94,69.3,13.3,72.3,50.7,9,5.3,3.65,MEDIUM
3.66,84.8,2.4,61.9,81.8,4,4.3,4.12,LOW
3.94,57.5,8.9,86.8,71.0,5,6.1,4.16,HIGH
1.34,74.5,23.3,42.1,31.7,15,8.5,3.41,HIGH
4.21,62.7,14.8,81.0,85.9,8,7.0,4.88,MEDIUM
1.77,85.2,11.8,41.2,40.8,10,9.5,2.62,HIGH
3.95,75.0,20.4,81.3,88.1,8,9.7,5.0,MEDIUM
3.5,82.5,2.1,58.2,62.1,8,6.3,3.74,MEDIUM
1.57,90.4,9.5,51.9,33.1,11,8.3,3.17,HIGH
4.04,70.6,25.6,77.1,74.8,8,4.5,4.72,MEDIUM
3.49,71.2,11.7,82.2,78.4,11,8.0,4.27,MEDIUM
3.24,77.4,11.7,62.3,66.3,6,10.0,4.03,LOW
2.4,64.2,19.1,52.4,52.8,15,5.3,3.26,MEDIUM
3.38,77.8,19.5,68.3,55.6,14,9.2,4.58,MEDIUM
1.61,78.7,4.2,44.9,29.1,0,6.3,2.55,HIGH
2.72,81.7,14.6,74.0,67.7,11,9.5,4.24,LOW
1.35,84.7,22.5,30.9,49.8,11,4.0,3.06,HIGH
4.4,52.4,8.1,79.7,92.0,7,8.3,4.35,HIGH
2.9,57.4,9.8,58.2,68.0,7,3.6,3.56,HIGH
2.63,59.3,12.2,31.3,60.2,5,6.3,3.47,HIGH
3.52,79.5,16.2,62.3,72.5,6,10.0,4.02,LOW
4.54,73.4,3.4,78.1,83.1,4,5.0,4.45,MEDIUM
2.03,41.7,0.0,71.9,53.2,3,7.7,2.99,HIGH
3.28,100.0,13.3,66.8,63.4,8,10.0,4.21,MEDIUM
3.22,46.2,19.0,68.3,69.8,9,6.0,4.01,HIGH
3.04,78.5,10.1,45.9,71.5,5,7.9,3.77,LOW
0.45,87.0,8.3,21.1,9.2,2,8.3,1.74,HIGH
3.73,66.5,11.0,80.4,83.4,9,7.8,3.94,MEDIUM
3.94,88.2,21.6,99.3,72.5,6,10.0,5.0,LOW
4.2,61.9,8.0,71.1,94.3,8,2.2,4.28,MEDIUM
3.78,80.7,15.4,53.5,86.2,9,7.5,4.71,LOW
2.44,43.1,5.1,43.9,39.9,6,3.1,2.59,HIGH
1.79,96.8,5.4,34.1,43.0,6,8.2,2.87,HIGH
0.53,78.0,17.1,15.4,3.1,10,6.4,1.59,HIGH
3.73,52.5,21.8,80.0,65.6,11,2.7,4.3,HIGH
2.92,88.1,17.3,62.2,63.1,13,10.0,4.25,MEDIUM
3.0,100.0,0.0,48.7,70.2,0,8.8,3.65,LOW
2.1,63.2,9.5,60.7,48.3,10,6.0,3.03,HIGH
1.02,74.6,13.4,49.3,37.6,5,6.8,2.91,HIGH
4.71,69.8,12.4,68.6,75.5,7,5.9,4.8,MEDIUM
